Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,715.91",-14.08,-0.51,"8,919,697,775.36"
Sensitive Index,457.12,-2.49,-0.54,"2,586,645,055.30"
Float Index,183.63,-0.95,-0.51,"8,789,064,197.74"
Sensitive Float Index,153.10,-0.73,-0.47,"2,586,645,055.30"
Banking SubIndex,"1,367.54",-7.86,-0.57,"397,584,798.70"
Development Bank Index,"5,868.63",-156.87,-2.60,"602,981,018.70"
Finance Index,"2,536.05",-43.99,-1.70,"278,989,693.40"
Hotels And Tourism,"6,814.36",-124.69,-1.79,"99,824,677.60"
HydroPower Index,"3,836.51",6.09,0.15,"4,406,273,103.34"
Investment,106.53,-0.54,-0.50,"608,373,478.90"
Life Insurance,"13,229.21",-32.52,-0.24,"517,369,935.90"
Manufacturing And Processing,"7,251.40",-83.23,-1.13,"184,549,119.40"
Microfinance Index,"5,182.11",-33.78,-0.64,"756,785,113.60"
Mutual Fund,20.17,-0.11,-0.54,"7,941,875.22"
Non Life Insurance,"13,155.44",-76.24,-0.57,"267,011,880.40"
Others Index,"2,136.43",9.27,0.43,"684,586,830.40"
Trading Index,"4,426.13",-23.20,-0.52,"18,248,397.40"
