Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,059.49",36.57,1.80,"4,675,224,906.27"
Sensitive Index,377.28,4.27,1.14,"800,432,819.80"
Float Index,141.42,2.40,1.73,"4,628,721,009.90"
Sensitive Float Index,124.36,1.43,1.16,"788,618,529.70"
Banking SubIndex,"1,161.64",6.89,0.59,"340,882,596.80"
Development Bank Index,"3,953.30",88.13,2.28,"134,003,772.50"
Finance Index,"1,770.16",44.32,2.56,"123,219,172.70"
Hotels And Tourism,"5,588.44",88.45,1.60,"108,196,697.40"
HydroPower Index,"2,525.20",69.17,2.81,"1,944,524,191.60"
Investment,81.57,2.07,2.61,"531,991,729.80"
Life Insurance,"10,927.35",392.09,3.72,"417,486,868.70"
Manufacturing And Processing,"5,944.66",33.55,0.56,"421,840,832.70"
Microfinance Index,"3,653.00",42.59,1.17,"203,900,095.40"
Mutual Fund,18.83,0.00,-0.01,"417,486,868.70"
Non Life Insurance,"11,098.86",155.93,1.42,"245,033,406.80"
Others Index,"1,525.10",38.22,2.57,"144,670,591.50"
Trading Index,"2,887.76",28.93,1.01,"12,971,054.00"
