Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,883.20",5.88,0.31,"1,600,492,731.52"
Sensitive Index,358.33,0.14,0.04,"509,896,680.30"
Float Index,131.70,0.28,0.22,"1,547,272,151.50"
Sensitive Float Index,119.39,0.02,0.02,"507,435,406.50"
Banking SubIndex,"1,223.13",0.66,0.05,"231,111,727.00"
Development Bank Index,"3,499.21",-7.88,-0.22,"73,802,314.90"
Finance Index,"1,583.07",-2.79,-0.18,"54,635,527.80"
Hotels And Tourism,"3,651.89",93.97,2.64,"105,209,665.60"
HydroPower Index,"2,357.01",-6.51,-0.28,"458,163,948.80"
Investment,64.84,0.22,0.34,"87,556,036.30"
Life Insurance,"9,528.91",37.54,0.40,"105,371,983.40"
Manufacturing And Processing,"4,407.08",-27.42,-0.62,"100,152,045.50"
Microfinance Index,"3,380.69",19.58,0.58,"110,041,567.90"
Mutual Fund,13.65,0.02,0.16,"3,558,498.32"
Non Life Insurance,"9,008.26",245.36,2.80,"161,292,771.90"
Others Index,"1,348.08",4.27,0.32,"53,535,878.20"
Trading Index,"2,129.73",43.52,2.09,"6,398,684.20"
