Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,108.72",-2.48,-0.11,"4,248,523,332.22"
Sensitive Index,374.65,-0.48,-0.12,"822,905,721.10"
Float Index,143.38,-0.27,-0.19,"4,221,655,696.60"
Sensitive Float Index,123.05,-0.08,-0.07,"818,443,555.20"
Banking SubIndex,"1,129.38",-1.14,-0.10,"221,138,435.50"
Development Bank Index,"4,076.23",14.60,0.35,"165,618,502.00"
Finance Index,"1,931.00",43.93,2.32,"417,379,358.60"
Hotels And Tourism,"5,354.99",-61.75,-1.14,"93,491,031.50"
HydroPower Index,"2,564.79",-28.31,-1.09,"1,189,824,500.60"
Investment,79.36,-0.06,-0.07,"168,964,872.40"
Life Insurance,"10,824.87",10.58,0.09,"397,801,895.70"
Manufacturing And Processing,"7,054.51",-10.04,-0.14,"639,035,834.30"
Microfinance Index,"3,944.93",17.51,0.44,"378,470,187.80"
Mutual Fund,18.38,0.07,0.40,"5,964,521.42"
Non Life Insurance,"11,012.61",-61.51,-0.55,"191,021,953.50"
Others Index,"1,764.07",8.22,0.46,"334,173,919.30"
Trading Index,"2,867.67",-3.21,-0.11,"24,735,205.40"
