Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,563.43",75.33,3.02,"14,116,330,995.75"
Sensitive Index,459.19,10.40,2.31,"4,340,216,444.90"
Float Index,175.27,5.14,3.02,"13,901,810,437.60"
Sensitive Float Index,152.14,3.78,2.55,"4,317,018,628.80"
Banking SubIndex,"1,430.86",33.41,2.39,"1,843,392,041.30"
Development Bank Index,"5,091.76",146.47,2.96,"989,116,691.40"
Finance Index,"2,896.36",71.53,2.53,"984,708,224.50"
Hotels And Tourism,"6,591.57",201.04,3.14,"364,783,150.80"
HydroPower Index,"3,201.62",122.52,3.97,"5,066,970,291.70"
Investment,93.66,3.49,3.87,"646,446,086.80"
Life Insurance,"12,170.34",518.99,4.45,"911,401,343.30"
Manufacturing And Processing,"7,827.42",284.83,3.77,"781,090,291.40"
Microfinance Index,"5,287.91",72.75,1.39,"1,157,270,277.70"
Mutual Fund,21.24,0.23,1.11,"63,226,824.76"
Non Life Insurance,"12,520.01",525.07,4.37,"647,528,160.70"
Others Index,"1,914.21",32.57,1.73,"544,436,352.50"
Trading Index,"3,865.29",186.23,5.06,"63,387,625.30"
