Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,272.06",-44.33,-3.37,"1,465,184,656.00"
Sensitive Index,274.59,-8.53,-3.01,"1,576,300,000.00"
Float Index,90.37,-3.06,-3.28,"1,421,840,000.00"
Sensitive Float Index,90.79,-2.95,-3.15,"1,344,930,000.00"
Banking SubIndex,"1,122.55",-33.16,-2.87,"639,602,000.00"
Development Bank Index,"1,732.36",-52.68,-2.95,"301,007,000.00"
Finance Index,646.68,-21.97,-3.29,"169,183,000.00"
Hotels And Tourism,"1,534.43",-53.69,-3.38,"7,096,490.00"
HydroPower Index,936.23,-12.88,-1.36,"54,159,800.00"
Life Insurance,"6,897.74",-426.48,-5.82,"161,261,000.00"
Manufacturing And Processing,"2,516.01",-115.08,-4.37,"73,605,500.00"
Microfinance Index,"2,065.87",-93.67,-4.34,"181,060,000.00"
Mutual Fund,9.71,0.04,0.41,"2,260,260.00"
Non Life Insurance,"5,305.91",-338.33,-5.99,"312,695,000.00"
Others Index,671.55,-14.79,-2.15,"46,985,300.00"
Trading Index,751.27,-49.47,-6.18,"3,580,940.00"
