Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,007.29",8.57,0.43,"3,850,320,045.00"
Sensitive Index,382.57,1.14,0.30,"3,653,710,000.00"
Float Index,137.73,0.65,0.48,"3,769,360,000.00"
Sensitive Float Index,123.87,0.58,0.47,"3,237,760,000.00"
Banking SubIndex,"1,533.75",9.34,0.61,"1,514,300,000.00"
Development Bank Index,"2,134.84",-10.29,-0.48,"404,393,000.00"
Finance Index,865.62,2.05,0.24,"479,600,000.00"
Hotels And Tourism,"1,906.65",3.43,0.18,"4,571,140.00"
HydroPower Index,"1,581.77",2.74,0.17,"176,119,000.00"
Life Insurance,"13,215.39",29.65,0.22,"550,434,000.00"
Manufacturing And Processing,"4,899.69",97.79,2.04,"297,713,000.00"
Microfinance Index,"3,189.20",6.08,0.19,"321,801,000.00"
Mutual Fund,11.34,0.03,0.25,"11,729,400.00"
Non Life Insurance,"9,377.82",75.33,0.81,"810,585,000.00"
Others Index,"1,524.29",-0.98,-0.06,"518,717,000.00"
Trading Index,"1,932.37",-48.65,-2.46,"5,499,110.00"
