Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,924.74",39.93,2.12,"1,253,757,714.92"
Sensitive Index,375.09,8.90,2.43,0.00
Float Index,132.77,2.68,2.06,0.00
Sensitive Float Index,121.08,2.92,2.47,0.00
Banking SubIndex,"1,352.11",17.14,1.28,"237,421,161.70"
Development Bank Index,"3,251.44",115.77,3.69,"83,037,159.70"
Finance Index,"1,388.70",48.98,3.66,"49,498,755.30"
Hotels And Tourism,"2,533.06",50.57,2.04,"6,343,566.00"
HydroPower Index,"2,154.57",61.81,2.95,"285,232,630.00"
Investment,61.48,1.85,3.11,"63,380,356.70"
Life Insurance,"9,112.65",203.18,2.28,"117,992,191.30"
Manufacturing And Processing,"4,690.14",91.84,2.00,"59,128,778.50"
Microfinance Index,"4,129.80",91.88,2.28,"126,434,011.20"
Mutual Fund,14.18,0.41,2.99,"5,781,530.47"
Non Life Insurance,"7,807.21",154.00,2.01,"38,901,818.70"
Others Index,"1,416.96",38.27,2.78,"132,146,261.90"
Trading Index,"1,608.39",42.03,2.68,"3,504,006.00"
