Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,853.76",16.29,0.89,"632,407,627.66"
Sensitive Index,363.42,3.83,1.07,"533,987,000.00"
Float Index,129.36,1.41,1.10,"572,341,000.00"
Sensitive Float Index,117.97,1.52,1.31,"386,334,000.00"
Banking SubIndex,"1,302.37",13.34,1.03,"99,612,786.50"
Development Bank Index,"3,309.31",38.84,1.19,"50,086,152.50"
Finance Index,"1,508.55",13.17,0.88,"34,753,648.60"
Hotels And Tourism,"2,535.18",22.20,0.88,"3,217,671.60"
HydroPower Index,"1,967.67",8.00,0.41,"139,296,865.10"
Investment,56.78,0.80,1.43,"28,504,775.80"
Life Insurance,"8,714.26",-5.61,-0.06,"27,993,082.60"
Manufacturing And Processing,"4,702.98",57.68,1.24,"33,113,264.60"
Microfinance Index,"4,191.83",68.13,1.65,"90,531,549.00"
Mutual Fund,13.53,0.17,1.26,"1,038,625.25"
Non Life Insurance,"7,501.31",14.62,0.20,"29,573,251.50"
Others Index,"1,303.65",2.94,0.23,"33,124,504.00"
Trading Index,"1,791.66",1.51,0.08,"2,533,201.30"
