Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,986.99",44.30,2.28,"1,518,343,397.24"
Sensitive Index,381.64,7.73,2.06,"570,703,342.90"
Float Index,137.87,3.19,2.37,"1,488,642,358.50"
Sensitive Float Index,126.61,2.80,2.26,"568,816,866.80"
Banking SubIndex,"1,269.76",24.44,1.96,"359,604,112.30"
Development Bank Index,"3,754.46",86.12,2.34,"72,547,562.40"
Finance Index,"1,709.88",60.31,3.65,"70,467,792.60"
Hotels And Tourism,"5,595.51",186.62,3.45,"86,183,286.90"
HydroPower Index,"1,998.27",58.07,2.99,"324,680,407.30"
Investment,69.75,1.38,2.01,"39,164,582.60"
Life Insurance,"10,860.45",304.56,2.88,"117,829,866.20"
Manufacturing And Processing,"5,177.09",113.79,2.24,"108,375,040.90"
Microfinance Index,"3,605.06",59.40,1.67,"84,921,454.70"
Mutual Fund,18.58,0.09,0.51,"5,120,781.24"
Non Life Insurance,"10,625.04",297.72,2.88,"112,055,442.60"
Others Index,"1,438.40",19.71,1.38,"48,492,652.40"
Trading Index,"3,057.26",107.30,3.63,"64,320,157.60"
