Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,079.67",29.24,0.96,"15,170,651,643.00"
Sensitive Index,574.30,3.19,0.56,"15,522,200,000.00"
Float Index,215.29,1.45,0.68,"14,806,300,000.00"
Sensitive Float Index,192.21,0.89,0.47,"10,616,900,000.00"
Banking SubIndex,"2,128.34",-3.63,-0.17,"3,871,890,000.00"
Development Bank Index,"4,789.55",35.57,0.75,"2,466,580,000.00"
Finance Index,"2,668.40",71.04,2.74,"1,710,490,000.00"
Hotels And Tourism,"3,629.18",-18.77,-0.51,"76,485,000.00"
HydroPower Index,"3,290.15",119.00,3.75,"4,876,820,000.00"
Investment,111.37,3.05,2.81,"534,520,000.00"
Life Insurance,"17,921.85",260.08,1.47,"450,354,000.00"
Manufacturing And Processing,"6,740.61",305.18,4.74,"470,852,000.00"
Microfinance Index,"5,538.88",-116.66,-2.06,"1,630,080,000.00"
Mutual Fund,17.95,0.13,0.72,"140,654,000.00"
Non Life Insurance,"14,611.70",120.26,0.83,"1,011,980,000.00"
Others Index,"2,193.32",60.34,2.83,"800,860,000.00"
Trading Index,"4,067.04",-2.57,-0.06,"72,083,800.00"
