Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,801.56",-11.96,-0.43,"3,829,533,350.00"
Sensitive Index,527.28,-1.70,-0.32,"3,897,290,000.00"
Float Index,190.73,-1.16,-0.61,"3,783,580,000.00"
Sensitive Float Index,167.79,-1.07,-0.64,"2,257,140,000.00"
Banking SubIndex,"1,782.60",-10.79,-0.60,"413,252,171.63"
Development Bank Index,"4,884.74",-28.91,-0.59,"195,677,050.00"
Finance Index,"2,410.06",-12.75,-0.53,"216,242,011.70"
Hotels And Tourism,"3,150.08",-19.72,-0.62,"11,967,372.70"
HydroPower Index,"3,380.42",-27.76,-0.81,"1,232,732,081.00"
Investment,95.53,-0.56,-0.58,"320,987,732.60"
Life Insurance,"15,475.95",-13.37,-0.09,"319,924,089.30"
Manufacturing And Processing,"7,281.34",-1.29,-0.02,"140,998,956.90"
Microfinance Index,"5,334.21",-37.25,-0.69,"240,770,049.60"
Mutual Fund,16.00,0.00,0.03,"8,383,083.02"
Non Life Insurance,"12,945.95",-81.07,-0.62,"372,441,792.20"
Others Index,"2,308.89",12.51,0.54,"299,932,454.80"
Trading Index,"3,005.11",46.46,1.57,"18,658,758.00"
