Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,780.81",-13.09,-0.47,"11,958,097,411.00"
Sensitive Index,496.14,-1.08,-0.22,"11,677,400,000.00"
Float Index,190.74,-0.68,-0.35,"11,792,900,000.00"
Sensitive Float Index,160.44,-0.39,-0.24,"8,011,320,000.00"
Banking SubIndex,"1,834.38",7.34,0.42,"2,331,910,000.00"
Development Bank Index,"3,068.87",-51.98,-1.67,"1,947,320,000.00"
Finance Index,"1,457.25",1.85,0.13,"954,105,000.00"
Hotels And Tourism,"3,470.71",14.12,0.41,"197,730,000.00"
HydroPower Index,"2,814.36",-60.63,-2.11,"2,761,130,000.00"
Investment,103.80,-1.86,-1.76,"554,480,000.00"
Life Insurance,"18,213.51",-28.92,-0.15,"1,034,810,000.00"
Manufacturing And Processing,"5,937.58",-66.39,-1.11,"161,893,000.00"
Microfinance Index,"5,664.34",-8.60,-0.15,"1,576,540,000.00"
Mutual Fund,13.83,0.07,0.51,"36,132,000.00"
Non Life Insurance,"14,204.69",-157.94,-1.10,"2,211,320,000.00"
Others Index,"2,239.85",-27.62,-1.22,"1,175,020,000.00"
Trading Index,"4,178.01",35.72,0.86,"90,023,700.00"
