Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,398.24",34.27,2.51,"2,687,533,442.00"
Sensitive Index,293.86,8.04,2.81,"2,884,630,000.00"
Float Index,99.08,2.50,2.59,"2,632,270,000.00"
Sensitive Float Index,97.95,3.06,3.22,"2,334,910,000.00"
Banking SubIndex,"1,191.04",41.12,3.58,"695,490,000.00"
Development Bank Index,"1,851.52",27.30,1.50,"514,131,000.00"
Finance Index,677.77,9.79,1.47,"175,507,000.00"
Hotels And Tourism,"1,945.44",20.94,1.09,"23,851,200.00"
HydroPower Index,"1,048.83",32.17,3.16,"168,968,000.00"
Life Insurance,"8,153.60",117.72,1.46,"340,621,000.00"
Manufacturing And Processing,"2,680.77",10.65,0.40,"234,902,000.00"
Microfinance Index,"2,419.60",9.67,0.40,"438,989,000.00"
Mutual Fund,10.11,0.10,1.00,"3,121,700.00"
Non Life Insurance,"6,798.90",181.82,2.75,"895,279,000.00"
Others Index,708.51,6.21,0.88,"51,879,000.00"
Trading Index,885.10,41.97,4.98,"16,762,600.00"
