Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,956.92",-11.04,-0.56,"1,106,519,418.19"
Sensitive Index,373.37,-1.53,-0.40,"336,228,125.00"
Float Index,135.95,-0.78,-0.57,"1,093,430,750.50"
Sensitive Float Index,123.30,-0.51,-0.41,"334,449,303.70"
Banking SubIndex,"1,227.15",-5.02,-0.40,"201,844,268.20"
Development Bank Index,"3,762.88",-28.58,-0.75,"54,820,766.90"
Finance Index,"1,722.04",-8.97,-0.51,"32,370,587.30"
Hotels And Tourism,"5,211.68",-61.71,-1.17,"39,837,557.80"
HydroPower Index,"2,117.14",-18.04,-0.84,"275,158,675.60"
Investment,67.43,-0.32,-0.47,"44,828,610.60"
Life Insurance,"10,459.88",-62.07,-0.58,"179,805,281.40"
Manufacturing And Processing,"5,110.87",-48.23,-0.93,"67,369,420.20"
Microfinance Index,"3,623.63",-17.48,-0.48,"91,378,294.80"
Mutual Fund,18.79,0.04,0.24,"3,410,644.40"
Non Life Insurance,"10,301.45",-52.28,-0.50,"78,605,046.10"
Others Index,"1,424.13",-5.07,-0.35,"19,434,334.50"
Trading Index,"2,878.03",-4.28,-0.14,"7,977,907.10"
