Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,820.44",23.87,0.85,"14,551,946,230.26"
Sensitive Index,486.38,5.01,1.04,"4,625,489,641.20"
Float Index,195.07,1.92,0.99,"13,945,118,307.57"
Sensitive Float Index,165.82,1.72,1.05,"4,625,489,641.20"
Banking SubIndex,"1,484.57",29.42,2.02,"1,406,350,112.90"
Development Bank Index,"6,040.19",76.35,1.28,"493,560,905.70"
Finance Index,"2,597.18",33.40,1.30,"437,539,578.50"
Hotels And Tourism,"7,501.65",-26.77,-0.35,"151,675,179.20"
HydroPower Index,"3,779.53",41.39,1.10,"8,814,225,458.57"
Investment,111.11,1.25,1.14,"593,892,074.10"
Life Insurance,"13,508.36",49.72,0.36,"280,795,899.00"
Manufacturing And Processing,"9,638.43",70.12,0.73,"880,675,596.20"
Microfinance Index,"5,057.41",13.84,0.27,"377,881,438.30"
Mutual Fund,21.87,0.10,0.48,"19,194,609.30"
Non Life Insurance,"11,507.16",-4.65,-0.04,"120,703,309.40"
Others Index,"2,385.87",-17.80,-0.74,"366,258,853.10"
Trading Index,"3,722.05",5.48,0.14,"21,559,902.60"
