Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,712.54",-13.95,-0.51,"5,187,467,073.77"
Sensitive Index,470.31,-2.10,-0.44,"1,831,204,050.15"
Float Index,185.85,-0.77,-0.41,"5,145,771,935.45"
Sensitive Float Index,159.43,-0.58,-0.36,"1,831,204,050.15"
Banking SubIndex,"1,466.14",-4.10,-0.27,"346,914,096.10"
Development Bank Index,"5,741.82",-13.86,-0.24,"307,200,611.00"
Finance Index,"2,463.68",12.17,0.49,"371,007,101.20"
Hotels And Tourism,"7,436.49",-23.59,-0.31,"213,518,331.20"
HydroPower Index,"3,778.85",-21.91,-0.57,"2,361,713,586.45"
Investment,100.59,-0.50,-0.50,"348,160,941.60"
Life Insurance,"12,274.93",-80.01,-0.64,"78,199,271.10"
Manufacturing And Processing,"11,076.44",50.57,0.45,"707,367,283.20"
Microfinance Index,"4,692.29",-19.85,-0.42,"139,261,864.00"
Mutual Fund,21.54,-0.01,-0.07,"8,913,725.12"
Non Life Insurance,"10,935.25",-140.61,-1.26,"72,295,382.70"
Others Index,"2,010.09",-19.96,-0.98,"191,431,595.90"
Trading Index,"3,374.15",-90.27,-2.60,"8,701,871.00"
