Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,175.17",54.54,2.57,"8,023,862,406.68"
Sensitive Index,397.43,9.26,2.38,"1,821,283,572.90"
Float Index,149.62,3.97,2.72,"7,973,637,522.10"
Sensitive Float Index,131.59,3.33,2.59,"1,802,963,237.30"
Banking SubIndex,"1,211.15",24.18,2.03,"570,072,752.90"
Development Bank Index,"4,261.85",109.57,2.63,"393,840,571.70"
Finance Index,"1,932.28",87.75,4.75,"474,601,100.40"
Hotels And Tourism,"5,699.93",65.71,1.16,"139,098,220.70"
HydroPower Index,"2,750.21",93.43,3.51,"3,587,959,480.90"
Investment,85.42,3.05,3.70,"750,484,991.20"
Life Insurance,"11,127.33",195.01,1.78,"434,011,119.20"
Manufacturing And Processing,"6,194.96",151.08,2.49,"612,585,801.10"
Microfinance Index,"3,952.40",116.09,3.02,"367,701,234.00"
Mutual Fund,19.04,0.14,0.78,"6,524,618.29"
Non Life Insurance,"11,308.67",213.46,1.92,"410,709,417.90"
Others Index,"1,679.53",43.00,2.62,"206,546,774.90"
Trading Index,"2,961.34",62.38,2.15,"26,026,057.20"
