Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,919.38",53.03,2.84,"1,656,340,391.57"
Sensitive Index,365.11,9.49,2.67,"580,496,352.00"
Float Index,133.81,3.59,2.76,"1,636,265,050.70"
Sensitive Float Index,120.82,2.94,2.50,"578,077,114.20"
Banking SubIndex,"1,216.66",17.35,1.45,"238,180,370.10"
Development Bank Index,"3,505.96",117.45,3.47,"48,715,845.30"
Finance Index,"1,587.05",52.74,3.44,"40,926,698.60"
Hotels And Tourism,"4,005.02",274.84,7.37,"156,946,213.50"
HydroPower Index,"2,414.79",91.39,3.93,"463,828,896.40"
Investment,66.18,1.62,2.51,"92,580,438.80"
Life Insurance,"9,764.05",342.05,3.63,"102,413,441.50"
Manufacturing And Processing,"4,934.65",157.84,3.30,"194,184,758.20"
Microfinance Index,"3,507.83",88.92,2.60,"105,752,718.50"
Mutual Fund,13.72,0.10,0.76,"1,914,329.77"
Non Life Insurance,"9,369.59",407.08,4.54,"134,249,696.40"
Others Index,"1,364.72",42.37,3.20,"44,118,766.20"
Trading Index,"2,218.28",82.08,3.84,"14,367,207.20"
