Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,019.93",-3.61,-0.18,"1,387,865,515.74"
Sensitive Index,381.94,-1.07,-0.28,"457,667,091.80"
Float Index,141.83,-0.22,-0.15,"1,351,968,515.30"
Sensitive Float Index,127.87,-0.37,-0.29,"447,870,166.90"
Banking SubIndex,"1,317.15",-4.53,-0.34,"160,210,412.10"
Development Bank Index,"3,637.68",-17.70,-0.48,"47,806,769.30"
Finance Index,"1,690.26",-4.58,-0.27,"45,382,100.40"
Hotels And Tourism,"3,176.83",-30.99,-0.97,"39,173,401.60"
HydroPower Index,"2,591.86",23.94,0.93,"586,716,289.90"
Investment,65.56,0.66,1.02,"70,548,436.10"
Life Insurance,"10,159.23",-22.28,-0.22,"66,295,884.60"
Manufacturing And Processing,"4,885.09",-24.05,-0.49,"100,533,199.50"
Microfinance Index,"3,944.97",-31.12,-0.78,"152,389,348.90"
Mutual Fund,14.23,0.05,0.35,"2,504,168.75"
Non Life Insurance,"8,868.88",-44.30,-0.50,"51,513,342.60"
Others Index,"1,467.99",-10.39,-0.70,"28,578,326.50"
Trading Index,"2,168.32",0.19,0.01,"2,801,215.30"
