Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,870.63",75.84,2.71,"16,592,105,455.16"
Sensitive Index,500.49,11.22,2.29,"8,060,858,736.60"
Float Index,198.33,5.06,2.62,"16,307,861,161.50"
Sensitive Float Index,171.43,3.79,2.26,"8,060,858,736.60"
Banking SubIndex,"1,543.33",26.72,1.76,"2,346,840,284.10"
Development Bank Index,"6,057.87",115.87,1.95,"1,342,539,272.00"
Finance Index,"2,643.20",72.08,2.80,"509,551,668.50"
Hotels And Tourism,"7,128.97",181.25,2.60,"269,178,932.70"
HydroPower Index,"3,757.78",111.00,3.04,"6,545,671,859.40"
Investment,117.02,3.60,3.17,"1,112,400,716.70"
Life Insurance,"13,693.63",412.28,3.14,"595,558,782.60"
Manufacturing And Processing,"7,572.15",216.40,2.94,"744,964,356.20"
Microfinance Index,"5,341.03",130.73,2.50,"1,158,485,288.00"
Mutual Fund,20.26,0.00,0.04,"54,600,558.63"
Non Life Insurance,"13,014.95",278.80,2.18,"425,569,962.80"
Others Index,"2,472.69",119.87,5.09,"1,226,032,329.40"
Trading Index,"4,221.40",73.15,1.76,"31,067,709.10"
