Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,657.61",25.72,0.98,"9,006,858,558.00"
Sensitive Index,470.75,4.33,0.93,"8,106,260,000.00"
Float Index,182.93,1.78,0.99,"8,553,410,000.00"
Sensitive Float Index,152.95,1.38,0.91,"6,264,090,000.00"
Banking SubIndex,"1,826.20",14.67,0.81,"1,778,090,000.00"
Development Bank Index,"2,677.84",22.39,0.84,"1,298,220,000.00"
Finance Index,"1,243.46",43.96,3.66,"496,413,000.00"
Hotels And Tourism,"3,545.44",-29.87,-0.84,"97,834,400.00"
HydroPower Index,"2,510.20",37.14,1.50,"1,183,480,000.00"
Investment,102.27,-2.46,-2.35,"781,743,000.00"
Life Insurance,"17,461.01",154.81,0.89,"493,698,000.00"
Manufacturing And Processing,"5,550.06",-8.07,-0.15,"112,773,000.00"
Microfinance Index,"4,873.73",23.00,0.47,"1,110,850,000.00"
Mutual Fund,13.26,-0.11,-0.86,"38,054,900.00"
Non Life Insurance,"14,243.43",543.98,3.97,"2,503,520,000.00"
Others Index,"2,094.86",69.05,3.41,"1,247,450,000.00"
Trading Index,"4,434.86",-203.59,-4.39,"72,976,500.00"
