Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,639.91",4.90,0.18,"6,990,484,039.45"
Sensitive Index,454.86,0.54,0.12,"2,659,896,426.30"
Float Index,181.24,0.16,0.09,"6,941,697,639.40"
Sensitive Float Index,155.03,0.28,0.18,"2,659,896,426.30"
Banking SubIndex,"1,370.56",-1.94,-0.14,"319,946,778.20"
Development Bank Index,"5,576.95",0.41,0.00,"350,506,094.30"
Finance Index,"2,362.82",-7.05,-0.29,"280,639,232.10"
Hotels And Tourism,"7,021.91",-34.10,-0.48,"194,888,738.30"
HydroPower Index,"3,379.49",34.24,1.02,"3,491,748,383.20"
Investment,101.97,0.04,0.04,"236,621,895.80"
Life Insurance,"12,868.90",-22.10,-0.17,"180,335,322.70"
Manufacturing And Processing,"8,858.35",-21.21,-0.23,"1,071,790,615.50"
Microfinance Index,"4,890.92",-9.92,-0.20,"227,715,633.70"
Mutual Fund,20.70,0.08,0.42,"5,986,427.25"
Non Life Insurance,"10,906.59",8.25,0.07,"79,788,773.00"
Others Index,"2,360.90",18.35,0.78,"497,526,675.60"
Trading Index,"3,784.46",36.80,0.98,"10,189,497.00"
