Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,370.54",-54.75,-2.26,"8,973,206,450.00"
Sensitive Index,432.33,-9.73,-2.20,"9,286,120,000.00"
Float Index,161.53,-3.89,-2.35,"8,911,930,000.00"
Sensitive Float Index,138.22,-3.31,-2.34,"7,491,160,000.00"
Banking SubIndex,"1,669.62",-42.01,-2.45,"2,281,400,000.00"
Development Bank Index,"2,425.60",-51.46,-2.08,"1,563,180,000.00"
Finance Index,"1,101.33",-50.72,-4.40,"515,367,000.00"
Hotels And Tourism,"1,999.52",-23.02,-1.14,"31,246,600.00"
HydroPower Index,"1,834.32",-37.12,-1.98,"468,635,000.00"
Life Insurance,"17,367.31",-460.37,-2.58,"1,503,250,000.00"
Manufacturing And Processing,"5,961.38",-132.95,-2.18,"441,769,000.00"
Microfinance Index,"4,035.18",-121.23,-2.92,"1,428,080,000.00"
Mutual Fund,12.01,-0.06,-0.47,"24,406,300.00"
Non Life Insurance,"12,298.12",-264.04,-2.10,"2,900,240,000.00"
Others Index,"1,910.14",-25.59,-1.32,"636,655,000.00"
Trading Index,"2,900.53",-19.96,-0.68,"20,066,300.00"
