Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,858.49",14.35,0.78,"516,803,483.59"
Sensitive Index,365.93,2.88,0.79,"481,455,000.00"
Float Index,130.32,1.15,0.89,"489,964,000.00"
Sensitive Float Index,118.81,1.01,0.86,"376,960,000.00"
Banking SubIndex,"1,321.22",11.05,0.84,"180,258,581.50"
Development Bank Index,"3,335.36",33.65,1.02,"40,360,991.20"
Finance Index,"1,500.82",4.91,0.33,"27,670,268.70"
Hotels And Tourism,"2,576.74",-19.94,-0.77,"8,030,243.00"
HydroPower Index,"1,915.56",18.95,1.00,"87,257,234.70"
Investment,55.60,0.42,0.76,"19,439,345.60"
Life Insurance,"8,683.16",39.05,0.45,"21,370,358.90"
Manufacturing And Processing,"4,822.39",10.54,0.22,"20,361,687.60"
Microfinance Index,"4,191.03",29.50,0.71,"48,149,454.00"
Mutual Fund,13.47,-0.04,-0.28,"1,324,895.85"
Non Life Insurance,"7,496.78",90.09,1.22,"17,083,041.50"
Others Index,"1,304.52",11.86,0.92,"18,877,523.30"
Trading Index,"1,764.86",4.36,0.25,"1,105,247.00"
