Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,026.59",-6.46,-0.31,"2,241,961,799.36"
Sensitive Index,363.07,-1.24,-0.34,"476,350,367.10"
Float Index,138.13,-0.51,-0.37,"2,212,153,216.80"
Sensitive Float Index,118.94,-0.52,-0.44,"471,981,665.90"
Banking SubIndex,"1,099.18",-3.03,-0.27,"220,843,981.80"
Development Bank Index,"3,976.33",-24.45,-0.61,"85,009,549.30"
Finance Index,"1,796.75",-4.62,-0.25,"91,034,911.10"
Hotels And Tourism,"5,215.34",-38.38,-0.73,"47,163,307.20"
HydroPower Index,"2,613.35",-23.43,-0.88,"1,029,435,588.80"
Investment,77.05,-0.38,-0.50,"114,199,176.20"
Life Insurance,"10,183.01",-29.55,-0.28,"123,884,165.90"
Manufacturing And Processing,"5,909.59",163.62,2.84,"123,015,246.80"
Microfinance Index,"3,596.11",-9.70,-0.26,"105,436,431.00"
Mutual Fund,18.07,-0.02,-0.11,"3,597,258.07"
Non Life Insurance,"10,509.87",-32.56,-0.30,"90,868,256.80"
Others Index,"1,724.70",-15.28,-0.87,"177,348,136.60"
Trading Index,"2,711.68",-10.89,-0.40,"3,914,465.30"
