Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,735.00",1.89,0.07,"4,217,415,337.00"
Sensitive Index,515.19,-0.29,-0.06,"4,184,230,000.00"
Float Index,188.55,0.03,0.02,"4,189,410,000.00"
Sensitive Float Index,167.89,-0.35,-0.21,"2,685,910,000.00"
Banking SubIndex,"1,804.01",-7.11,-0.39,"559,831,769.60"
Development Bank Index,"5,301.73",40.68,0.77,"452,697,038.50"
Finance Index,"2,556.85",33.04,1.31,"424,146,280.00"
Hotels And Tourism,"3,377.03",2.08,0.06,"48,489,721.40"
HydroPower Index,"3,165.23",23.43,0.75,"1,307,932,357.70"
Investment,86.76,0.55,0.64,"184,281,886.00"
Life Insurance,"14,720.21",-58.30,-0.39,"162,021,485.30"
Manufacturing And Processing,"6,450.77",26.82,0.42,"63,903,966.20"
Microfinance Index,"5,321.35",2.95,0.06,"410,296,181.10"
Mutual Fund,15.51,0.03,0.21,"7,478,426.42"
Non Life Insurance,"12,285.26",36.22,0.30,"262,457,173.60"
Others Index,"2,137.19",5.40,0.25,"301,220,421.40"
Trading Index,"3,005.89",-38.83,-1.28,"12,136,740.50"
