Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,514.39",-24.08,-0.95,"5,351,353,625.00"
Sensitive Index,448.80,-4.79,-1.06,"5,650,790,000.00"
Float Index,172.87,-1.47,-0.84,"5,265,280,000.00"
Sensitive Float Index,145.83,-1.61,-1.09,"3,888,030,000.00"
Banking SubIndex,"1,767.29",-21.48,-1.20,"1,264,430,000.00"
Development Bank Index,"2,557.93",-19.53,-0.76,"1,234,970,000.00"
Finance Index,"1,145.13",-8.19,-0.71,"232,922,000.00"
Hotels And Tourism,"3,127.48",104.97,3.47,"31,736,600.00"
HydroPower Index,"2,224.36",101.73,4.79,"928,485,000.00"
Investment,96.57,-1.40,-1.42,"323,771,000.00"
Life Insurance,"17,166.83",-315.96,-1.81,"486,925,000.00"
Manufacturing And Processing,"5,571.77",-129.22,-2.27,"175,453,000.00"
Microfinance Index,"4,482.33",-92.78,-2.03,"1,188,560,000.00"
Mutual Fund,13.00,-0.05,-0.38,"28,550,900.00"
Non Life Insurance,"12,607.42",-183.58,-1.44,"982,034,000.00"
Others Index,"1,973.88",-30.62,-1.53,"495,820,000.00"
Trading Index,"3,708.94",-16.50,-0.44,"37,275,300.00"
