Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,714.05",-17.53,-0.64,"14,563,138,865.71"
Sensitive Index,462.68,-1.58,-0.34,"4,157,679,074.90"
Float Index,186.73,-1.26,-0.67,"14,332,814,183.70"
Sensitive Float Index,157.85,-0.74,-0.47,"4,157,679,074.90"
Banking SubIndex,"1,385.04",-6.57,-0.47,"649,314,196.90"
Development Bank Index,"5,796.25",-132.34,-2.23,"962,818,962.40"
Finance Index,"2,562.13",-45.83,-1.75,"612,350,345.60"
Hotels And Tourism,"7,522.36",-98.94,-1.29,"298,469,757.10"
HydroPower Index,"3,597.94",13.77,0.38,"8,794,380,397.80"
Investment,105.54,0.08,0.08,"404,047,398.60"
Life Insurance,"13,079.68",-84.08,-0.63,"340,195,328.70"
Manufacturing And Processing,"9,259.80",-201.09,-2.12,"1,148,765,836.60"
Microfinance Index,"4,980.04",-30.27,-0.60,"410,802,959.00"
Mutual Fund,21.39,0.07,0.36,"18,230,971.81"
Non Life Insurance,"11,109.92",-83.16,-0.74,"148,994,321.50"
Others Index,"2,375.68",-27.02,-1.12,"548,062,537.10"
Trading Index,"3,786.59",-6.81,-0.17,"14,612,142.40"
