Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,020.64",34.17,1.72,"4,126,695,943.96"
Sensitive Index,379.87,6.52,1.75,"1,355,555,437.20"
Float Index,140.35,2.36,1.71,"4,083,120,367.70"
Sensitive Float Index,125.80,2.34,1.89,"1,348,063,770.50"
Banking SubIndex,"1,222.81",7.36,0.61,"375,659,332.90"
Development Bank Index,"3,759.32",58.14,1.57,"179,983,192.90"
Finance Index,"1,719.19",36.92,2.19,"185,884,067.00"
Hotels And Tourism,"4,622.68",103.76,2.30,"241,807,313.40"
HydroPower Index,"2,568.10",48.57,1.93,"1,079,639,077.40"
Investment,72.09,1.36,1.92,"202,520,944.90"
Life Insurance,"10,410.82",276.60,2.73,"323,790,315.20"
Manufacturing And Processing,"5,346.37",221.57,4.32,"469,748,622.70"
Microfinance Index,"3,760.20",96.70,2.64,"329,585,309.40"
Mutual Fund,14.06,0.17,1.19,"6,788,135.51"
Non Life Insurance,"10,618.56",224.90,2.16,"553,723,884.10"
Others Index,"1,397.23",15.53,1.12,"114,115,273.80"
Trading Index,"2,603.96",61.50,2.42,"26,663,034.00"
