Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,582.18",22.59,0.88,"5,273,221,479.75"
Sensitive Index,451.31,4.84,1.08,"2,440,777,461.00"
Float Index,177.51,1.86,1.06,"5,178,851,022.30"
Sensitive Float Index,153.34,1.69,1.11,"2,440,777,461.00"
Banking SubIndex,"1,383.97",14.68,1.07,"565,867,348.70"
Development Bank Index,"5,534.73",59.26,1.08,"514,402,271.60"
Finance Index,"2,305.67",28.07,1.23,"100,806,182.10"
Hotels And Tourism,"6,195.25",56.96,0.92,"60,342,068.10"
HydroPower Index,"3,333.96",31.54,0.95,"1,965,509,924.60"
Investment,104.12,1.65,1.61,"337,736,604.90"
Life Insurance,"12,466.99",160.71,1.30,"162,339,646.40"
Manufacturing And Processing,"7,238.52",73.98,1.03,"527,663,950.90"
Microfinance Index,"4,895.96",46.27,0.95,"332,436,341.50"
Mutual Fund,20.28,0.03,0.17,"6,603,952.96"
Non Life Insurance,"10,827.67",100.39,0.93,"122,164,250.50"
Others Index,"2,292.52",5.46,0.23,"473,617,135.00"
Trading Index,"3,735.61",-56.23,-1.48,"15,965,298.00"
