Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,877.32",32.30,1.75,"1,474,765,388.20"
Sensitive Index,358.18,5.23,1.48,"553,039,023.30"
Float Index,131.41,2.25,1.74,1.00
Sensitive Float Index,119.36,1.81,1.54,"551,278,186.30"
Banking SubIndex,"1,222.39",13.25,1.10,"285,844,342.20"
Development Bank Index,"3,507.18",87.31,2.55,"81,050,267.40"
Finance Index,"1,585.86",33.62,2.17,"42,259,388.60"
Hotels And Tourism,"3,557.92",128.73,3.75,"73,829,600.30"
HydroPower Index,"2,363.52",64.81,2.82,"418,038,451.00"
Investment,64.62,1.19,1.88,"72,066,394.20"
Life Insurance,"9,491.37",194.43,2.09,"62,025,342.40"
Manufacturing And Processing,"4,434.49",42.06,0.96,"96,946,262.40"
Microfinance Index,"3,361.11",73.53,2.24,"95,007,441.60"
Mutual Fund,13.62,0.17,1.23,"1,676,231.99"
Non Life Insurance,"8,762.90",148.59,1.72,"127,441,965.60"
Others Index,"1,343.81",11.93,0.90,"100,028,458.10"
Trading Index,"2,086.21",74.55,3.71,"6,879,273.90"
