Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,631.14",30.75,1.18,"9,203,146,429.51"
Sensitive Index,457.22,4.41,0.97,"3,252,162,544.80"
Float Index,180.44,2.20,1.23,"7,292,223,366.40"
Sensitive Float Index,155.22,1.23,0.80,"3,252,162,544.80"
Banking SubIndex,"1,374.20",4.02,0.29,"419,650,252.70"
Development Bank Index,"5,544.31",49.63,0.90,"391,758,525.60"
Finance Index,"2,359.37",116.36,5.18,"252,835,665.90"
Hotels And Tourism,"6,357.20",75.94,1.20,"233,077,168.70"
HydroPower Index,"3,410.77",39.95,1.18,"3,376,581,864.00"
Investment,106.15,0.84,0.80,"450,763,455.10"
Life Insurance,"13,332.03",556.86,4.35,"644,017,316.40"
Manufacturing And Processing,"7,323.88",70.35,0.96,"388,873,788.90"
Microfinance Index,"4,970.11",67.88,1.38,"461,101,814.10"
Mutual Fund,20.24,0.02,0.10,"8,681,734.45"
Non Life Insurance,"11,036.82",145.74,1.33,"207,423,962.50"
Others Index,"2,396.68",29.17,1.23,"461,784,735.00"
Trading Index,"3,794.68",-42.58,-1.10,"4,354,817.50"
