Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,933.13",-23.85,-1.22,"2,044,831,947.70"
Sensitive Index,375.82,-7.02,-1.83,"2,085,870,000.00"
Float Index,133.13,-1.92,-1.42,"2,009,100,000.00"
Sensitive Float Index,121.44,-2.64,-2.12,"1,430,020,000.00"
Banking SubIndex,"1,340.60",-12.38,-0.92,"284,160,130.80"
Development Bank Index,"3,236.09",-117.55,-3.51,"175,570,196.00"
Finance Index,"1,401.98",-30.86,-2.15,"99,236,811.80"
Hotels And Tourism,"2,536.14",-70.78,-2.72,"21,641,362.70"
HydroPower Index,"2,135.31",-60.33,-2.75,"536,227,526.80"
Investment,64.41,0.64,1.00,"234,011,952.40"
Life Insurance,"9,452.70",113.96,1.22,"196,319,724.20"
Manufacturing And Processing,"4,813.01",-41.32,-0.85,"128,159,200.70"
Microfinance Index,"4,177.36",-67.22,-1.58,"179,783,665.40"
Mutual Fund,14.04,-0.19,-1.30,"6,370,837.36"
Non Life Insurance,"7,827.91",-97.83,-1.23,"65,954,039.70"
Others Index,"1,416.26",-37.92,-2.61,"80,508,848.90"
Trading Index,"1,641.06",-34.61,-2.07,"7,527,930.70"
