Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,435.70",-5.50,-0.38,"2,457,093,463.00"
Sensitive Index,307.72,-1.15,-0.37,"2,643,270,000.00"
Float Index,101.95,-0.36,-0.35,"2,416,320,000.00"
Sensitive Float Index,102.27,-0.28,-0.27,"2,305,660,000.00"
Banking SubIndex,"1,266.93",-14.25,-1.11,"880,820,000.00"
Development Bank Index,"1,903.14",21.27,1.13,"482,963,000.00"
Finance Index,702.09,7.81,1.12,"315,712,000.00"
Hotels And Tourism,"1,762.58",-25.99,-1.45,"11,148,000.00"
HydroPower Index,"1,003.49",-9.31,-0.92,"60,977,300.00"
Life Insurance,"8,386.57",77.84,0.94,"543,933,000.00"
Manufacturing And Processing,"2,856.73",-38.95,-1.35,"115,480,000.00"
Microfinance Index,"2,305.05",48.03,2.13,"325,268,000.00"
Mutual Fund,10.39,-0.13,-1.24,"2,430,680.00"
Non Life Insurance,"6,240.68",-25.62,-0.41,"743,798,000.00"
Others Index,725.76,2.00,0.28,"43,487,100.00"
Trading Index,855.97,-17.72,-2.03,"2,441,520.00"
