Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,641.43",1.52,0.05,"6,209,438,906.36"
Sensitive Index,454.73,-0.13,-0.02,"2,217,205,097.20"
Float Index,181.24,0.00,0.00,"6,177,124,491.39"
Sensitive Float Index,154.96,-0.07,-0.04,"2,217,205,097.20"
Banking SubIndex,"1,369.44",-1.11,-0.08,"310,281,754.50"
Development Bank Index,"5,577.85",0.89,0.01,"447,126,132.10"
Finance Index,"2,423.26",60.44,2.55,"595,148,379.40"
Hotels And Tourism,"7,044.37",22.45,0.31,"137,987,371.00"
HydroPower Index,"3,382.09",2.59,0.07,"2,943,946,897.72"
Investment,102.09,0.11,0.11,"193,471,953.10"
Life Insurance,"12,867.38",-1.52,-0.01,"201,785,646.30"
Manufacturing And Processing,"8,821.31",-37.03,-0.41,"718,922,967.40"
Microfinance Index,"4,888.18",-2.74,-0.05,"235,865,703.27"
Mutual Fund,20.72,0.01,0.08,"5,597,299.68"
Non Life Insurance,"10,949.02",42.43,0.38,"90,220,363.70"
Others Index,"2,357.74",-3.16,-0.13,"290,632,082.20"
Trading Index,"3,810.00",25.53,0.67,"11,735,240.70"
