Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,601.92",-19.67,-0.75,"4,611,954,782.83"
Sensitive Index,454.19,-2.49,-0.54,"922,617,594.60"
Float Index,178.68,-1.21,-0.67,"2,868,775,480.70"
Sensitive Float Index,153.67,-0.90,-0.58,"922,617,594.60"
Banking SubIndex,"1,417.67",-7.19,-0.50,"269,662,164.60"
Development Bank Index,"5,543.87",-62.27,-1.11,"181,277,186.20"
Finance Index,"2,395.20",-15.14,-0.62,"248,271,313.90"
Hotels And Tourism,"7,201.43",-55.80,-0.76,"102,771,916.70"
HydroPower Index,"3,604.05",-25.74,-0.70,"1,112,429,746.10"
Investment,95.65,-0.91,-0.95,"111,799,196.10"
Life Insurance,"11,933.69",-73.35,-0.61,"86,391,587.90"
Manufacturing And Processing,"10,231.32",-123.91,-1.19,"410,431,518.80"
Microfinance Index,"4,573.78",-32.10,-0.69,"170,105,349.40"
Mutual Fund,21.40,-0.25,-1.16,"7,160,110.23"
Non Life Insurance,"10,633.97",-70.93,-0.66,"63,408,537.60"
Others Index,"1,902.52",-3.56,-0.18,"100,619,139.60"
Trading Index,"3,254.23",-78.93,-2.36,"11,607,823.80"
