Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,665.81",25.88,0.98,"4,171,665,619.69"
Sensitive Index,480.71,4.47,0.93,"1,524,585,527.70"
Float Index,184.21,1.65,0.90,"4,028,781,907.48"
Sensitive Float Index,159.17,1.38,0.87,"1,524,585,527.70"
Banking SubIndex,"1,565.87",10.70,0.68,"776,267,060.20"
Development Bank Index,"5,254.10",64.87,1.25,"185,790,041.70"
Finance Index,"3,284.35",96.78,3.03,"597,595,598.50"
Hotels And Tourism,"6,442.60",28.37,0.44,"81,663,699.30"
HydroPower Index,"3,218.40",45.17,1.42,"1,180,222,134.20"
Investment,105.89,0.97,0.92,"255,519,289.30"
Life Insurance,"12,837.89",63.28,0.49,"230,662,277.60"
Manufacturing And Processing,"7,085.39",148.49,2.14,"230,620,067.30"
Microfinance Index,"4,933.24",32.59,0.66,"207,066,275.28"
Mutual Fund,21.19,0.05,0.27,"18,722,659.32"
Non Life Insurance,"12,844.53",78.19,0.61,"131,380,259.40"
Others Index,"2,061.60",20.83,1.02,"189,366,959.50"
Trading Index,"3,606.44",32.48,0.90,"5,746,474.90"
