Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,094.54",-22.12,-1.04,"2,096,419,161.88"
Sensitive Index,398.37,-2.80,-0.70,"634,651,662.30"
Float Index,147.28,-1.58,-1.06,"2,066,890,465.25"
Sensitive Float Index,133.95,-0.86,-0.63,"630,225,607.20"
Banking SubIndex,"1,363.13",-5.43,-0.40,"366,913,508.50"
Development Bank Index,"3,662.66",-65.02,-1.74,"99,334,700.70"
Finance Index,"1,722.50",-28.88,-1.65,"132,938,850.10"
Hotels And Tourism,"3,228.11",-51.12,-1.56,"30,602,771.50"
HydroPower Index,"2,588.99",-54.51,-2.06,"756,989,632.70"
Investment,64.34,-0.72,-1.11,"74,002,341.90"
Life Insurance,"10,661.69",-236.16,-2.17,"139,830,415.00"
Manufacturing And Processing,"5,126.39",-12.42,-0.24,"81,358,210.75"
Microfinance Index,"4,583.72",-42.18,-0.91,"168,424,650.50"
Mutual Fund,14.44,-0.01,-0.05,"5,285,231.88"
Non Life Insurance,"9,065.74",-133.14,-1.45,"167,731,588.70"
Others Index,"1,494.08",-10.49,-0.70,"40,161,002.30"
Trading Index,"2,235.57",-28.28,-1.25,"8,602,792.60"
