Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,570.38",13.58,0.87,"954,656,107.00"
Sensitive Index,310.89,2.62,0.85,"1,029,590,000.00"
Float Index,109.42,1.13,1.04,"930,854,000.00"
Sensitive Float Index,102.61,0.89,0.88,"742,685,000.00"
Banking SubIndex,"1,250.67",7.67,0.62,"269,487,000.00"
Development Bank Index,"2,057.81",30.43,1.50,"129,423,000.00"
Finance Index,836.29,16.26,1.98,"109,383,000.00"
Hotels And Tourism,"1,744.18",14.16,0.82,"2,269,590.00"
HydroPower Index,"1,369.87",43.86,3.31,"240,450,000.00"
Life Insurance,"9,473.81",50.59,0.54,"66,685,600.00"
Manufacturing And Processing,"3,009.24",7.17,0.24,"20,329,700.00"
Microfinance Index,"2,515.30",10.64,0.42,"51,316,000.00"
Mutual Fund,10.46,0.04,0.37,"1,238,560.00"
Non Life Insurance,"7,835.29",99.52,1.29,"135,918,000.00"
Others Index,"1,019.30",7.60,0.75,"83,305,000.00"
Trading Index,"1,063.54",-1.69,-0.16,"1,235,610.00"
