Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,540.57",-5.15,-0.20,"3,893,975,793.73"
Sensitive Index,439.44,-1.44,-0.32,"1,326,798,671.20"
Float Index,173.61,-0.50,-0.29,"3,420,127,267.60"
Sensitive Float Index,148.93,-0.56,-0.37,"1,326,798,671.20"
Banking SubIndex,"1,327.40",-4.11,-0.30,"217,177,710.00"
Development Bank Index,"5,236.74",-27.61,-0.52,"91,460,005.10"
Finance Index,"2,243.48",-19.71,-0.87,"69,389,180.30"
Hotels And Tourism,"6,333.67",11.97,0.18,"62,927,777.30"
HydroPower Index,"3,288.46",-16.21,-0.49,"1,744,166,411.00"
Investment,101.77,-0.35,-0.34,"313,658,283.80"
Life Insurance,"12,675.76",-13.63,-0.10,"146,978,702.10"
Manufacturing And Processing,"7,269.43",2.15,0.02,"209,590,519.30"
Microfinance Index,"4,784.57",-18.47,-0.38,"191,751,255.40"
Mutual Fund,19.84,-0.02,-0.14,"6,761,572.73"
Non Life Insurance,"10,541.60",-52.11,-0.49,"66,205,048.70"
Others Index,"2,312.88",16.73,0.72,"297,699,083.60"
Trading Index,"3,794.95",-3.80,-0.10,"9,123,291.00"
