Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,061.41",95.46,4.86,"6,740,744,432.00"
Sensitive Index,391.74,15.18,4.03,"6,695,830,000.00"
Float Index,140.70,6.64,4.95,"6,464,110,000.00"
Sensitive Float Index,125.74,4.49,3.71,"5,772,710,000.00"
Banking SubIndex,"1,540.90",70.90,4.82,"2,475,030,000.00"
Development Bank Index,"2,190.52",66.17,3.11,"733,953,000.00"
Finance Index,883.86,25.80,3.01,"695,790,000.00"
Hotels And Tourism,"1,921.23",20.56,1.08,"26,688,900.00"
HydroPower Index,"1,648.97",80.68,5.14,"343,518,000.00"
Life Insurance,"13,741.98",950.95,7.43,"1,302,510,000.00"
Manufacturing And Processing,"4,915.39",113.08,2.35,"323,698,000.00"
Microfinance Index,"3,293.98",107.05,3.36,"550,183,000.00"
Mutual Fund,11.31,0.08,0.72,"8,280,660.00"
Non Life Insurance,"9,736.48",527.77,5.73,"1,858,010,000.00"
Others Index,"1,640.86",78.80,5.04,"636,726,000.00"
Trading Index,"1,972.28",77.48,4.09,"10,979,300.00"
