Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,758.48",-61.27,-2.17,"6,500,117,780.00"
Sensitive Index,519.36,-10.70,-2.02,"6,579,600,000.00"
Float Index,194.20,-4.12,-2.08,"6,089,500,000.00"
Sensitive Float Index,175.86,-3.48,-1.94,"4,800,380,000.00"
Banking SubIndex,"1,949.83",-18.29,-0.93,"1,916,480,000.00"
Development Bank Index,"5,097.21",-130.64,-2.50,"1,245,130,000.00"
Finance Index,"2,494.97",-156.17,-5.89,"627,025,000.00"
Hotels And Tourism,"3,213.84",-88.97,-2.69,"22,595,200.00"
HydroPower Index,"3,003.51",-135.03,-4.30,"1,708,170,000.00"
Investment,92.55,-3.23,-3.38,"165,184,000.00"
Life Insurance,"15,315.88",-371.31,-2.37,"278,811,000.00"
Manufacturing And Processing,"6,485.07",-116.75,-1.77,"120,851,000.00"
Microfinance Index,"5,155.75",-120.99,-2.29,"389,793,000.00"
Mutual Fund,15.24,0.03,0.21,"47,904,600.00"
Non Life Insurance,"12,145.99",-356.76,-2.85,"428,964,000.00"
Others Index,"1,734.93",-44.13,-2.48,"231,365,000.00"
Trading Index,"3,040.20",-98.74,-3.15,"20,436,400.00"
