Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,077.76",28.38,1.38,"3,042,543,961.01"
Sensitive Index,388.51,6.35,1.66,"936,316,968.50"
Float Index,143.55,1.67,1.18,"2,998,215,274.20"
Sensitive Float Index,127.15,1.85,1.48,"933,394,123.50"
Banking SubIndex,"1,209.01",8.14,0.68,"408,970,075.50"
Development Bank Index,"3,780.30",59.34,1.59,"132,534,136.60"
Finance Index,"1,897.10",39.10,2.10,"186,754,318.20"
Hotels And Tourism,"6,034.61",267.29,4.63,"270,867,455.10"
HydroPower Index,"2,386.78",0.12,0.00,"672,439,744.40"
Investment,73.11,1.54,2.15,"103,556,963.60"
Life Insurance,"12,186.54",215.12,1.80,"423,992,512.40"
Manufacturing And Processing,"5,518.22",96.83,1.79,"233,894,555.70"
Microfinance Index,"3,900.39",40.54,1.05,"190,904,700.60"
Mutual Fund,14.41,0.05,0.38,"6,911,465.31"
Non Life Insurance,"11,242.62",258.18,2.35,"297,736,944.20"
Others Index,"1,544.80",41.34,2.75,"59,320,812.90"
Trading Index,"2,697.54",103.96,4.01,"16,722,192.00"
