Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,965.93",-3.24,-0.16,"2,366,975,594.11"
Sensitive Index,348.18,-0.37,-0.10,"594,979,990.50"
Float Index,132.97,-0.17,-0.13,"2,330,151,238.60"
Sensitive Float Index,113.28,-0.14,-0.12,"589,263,649.70"
Banking SubIndex,"1,027.80",-2.05,-0.19,"197,827,132.70"
Development Bank Index,"3,848.45",-7.45,-0.19,"127,612,625.90"
Finance Index,"2,054.15",62.53,3.13,"673,140,163.60"
Hotels And Tourism,"4,931.63",-21.43,-0.43,"29,662,902.00"
HydroPower Index,"2,396.18",-11.22,-0.46,"610,750,872.50"
Investment,73.62,-0.22,-0.30,"71,689,887.50"
Life Insurance,"9,980.13",43.83,0.44,"155,077,637.60"
Manufacturing And Processing,"6,524.15",-47.00,-0.71,"151,296,229.00"
Microfinance Index,"3,920.79",-14.36,-0.36,"168,438,374.20"
Mutual Fund,18.06,0.08,0.45,"2,454,280.92"
Non Life Insurance,"10,205.66",20.89,0.20,"87,027,236.80"
Others Index,"1,635.36",-5.74,-0.35,"74,950,348.00"
Trading Index,"2,731.26",3.24,0.11,"6,117,752.20"
