Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,623.56",114.70,4.57,"7,616,522,258.00"
Sensitive Index,470.81,19.46,4.31,"3,224,265,046.10"
Float Index,180.80,7.96,4.60,"7,405,181,213.60"
Sensitive Float Index,155.73,7.05,4.74,"2,127,805,397.40"
Banking SubIndex,"1,499.85",55.26,3.82,"848,254,979.90"
Development Bank Index,"5,241.21",272.33,5.48,"504,423,764.90"
Finance Index,"3,101.53",275.51,9.74,"847,458,138.70"
Hotels And Tourism,"6,528.08",368.14,5.97,"194,152,227.80"
HydroPower Index,"3,172.44",179.16,5.98,"2,123,075,762.40"
Investment,106.34,6.12,6.10,"650,636,374.50"
Life Insurance,"12,914.57",511.79,4.12,"394,854,305.90"
Manufacturing And Processing,"7,157.41",153.58,2.19,"420,878,288.10"
Microfinance Index,"4,911.40",188.23,3.98,"548,054,228.50"
Mutual Fund,20.68,0.33,1.66,"10,485,255.10"
Non Life Insurance,"13,058.82",391.65,3.09,"547,001,291.00"
Others Index,"2,005.59",89.58,4.67,"381,610,906.80"
Trading Index,"3,570.29",137.03,3.99,"23,744,899.50"
