Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,731.80",25.89,0.95,"9,682,488,739.83"
Sensitive Index,472.02,7.55,1.62,"4,938,163,902.90"
Float Index,188.10,2.27,1.22,"9,504,383,742.30"
Sensitive Float Index,161.53,2.67,1.68,"4,938,163,902.90"
Banking SubIndex,"1,454.21",42.72,3.02,"2,117,977,024.30"
Development Bank Index,"5,653.27",62.62,1.12,"852,744,133.00"
Finance Index,"2,488.80",12.68,0.51,"198,551,733.30"
Hotels And Tourism,"6,826.68",9.98,0.14,"116,344,606.30"
HydroPower Index,"3,563.94",-7.92,-0.22,"3,399,916,647.00"
Investment,113.13,0.40,0.35,"1,018,705,859.80"
Life Insurance,"13,276.77",25.64,0.19,"300,471,800.00"
Manufacturing And Processing,"7,225.57",32.74,0.45,"295,318,372.70"
Microfinance Index,"4,940.68",71.20,1.46,"566,511,500.60"
Mutual Fund,19.76,0.16,0.85,"60,532,924.53"
Non Life Insurance,"12,584.47",34.97,0.27,"278,178,871.50"
Others Index,"2,368.59",4.21,0.17,"339,053,531.90"
Trading Index,"4,158.26",-22.48,-0.53,"20,609,661.90"
