Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,286.54",18.81,0.83,"5,914,389,261.00"
Sensitive Index,435.25,1.97,0.45,"5,995,980,000.00"
Float Index,156.51,1.10,0.71,"5,771,640,000.00"
Sensitive Float Index,140.94,0.59,0.42,"4,779,800,000.00"
Banking SubIndex,"1,734.55",-3.15,-0.18,"1,515,080,000.00"
Development Bank Index,"2,387.06",30.79,1.31,"1,091,740,000.00"
Finance Index,993.81,45.08,4.75,"452,789,000.00"
Hotels And Tourism,"1,925.19",-5.39,-0.28,"11,192,900.00"
HydroPower Index,"1,783.33",30.20,1.72,"572,156,000.00"
Life Insurance,"14,653.01",169.77,1.17,"564,156,000.00"
Manufacturing And Processing,"5,974.02",242.52,4.23,"288,019,000.00"
Microfinance Index,"3,617.84",96.49,2.74,"917,927,000.00"
Mutual Fund,11.90,0.07,0.58,"21,700,800.00"
Non Life Insurance,"10,676.81",111.15,1.05,"1,502,150,000.00"
Others Index,"1,789.27",12.09,0.68,"536,541,000.00"
Trading Index,"2,520.34",9.05,0.36,"6,652,440.00"
