Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,904.45",21.29,1.13,"946,089,521.22"
Sensitive Index,375.04,4.51,1.22,"400,579,268.90"
Float Index,133.11,1.31,0.99,"937,183,831.30"
Sensitive Float Index,122.33,1.49,1.24,"400,185,270.90"
Banking SubIndex,"1,336.38",4.60,0.35,"112,481,644.10"
Development Bank Index,"3,400.02",73.12,2.20,"69,745,698.50"
Finance Index,"1,568.19",41.37,2.71,"62,826,850.00"
Hotels And Tourism,"2,716.74",60.23,2.27,"9,241,169.00"
HydroPower Index,"1,963.68",39.91,2.07,"238,442,223.80"
Investment,56.76,0.78,1.39,"24,270,739.80"
Life Insurance,"8,951.34",117.01,1.32,"45,660,185.40"
Manufacturing And Processing,"5,025.78",152.69,3.13,"200,629,279.00"
Microfinance Index,"4,233.66",24.01,0.57,"114,315,029.40"
Mutual Fund,13.53,0.11,0.79,"993,290.82"
Non Life Insurance,"7,544.71",17.70,0.24,"26,411,512.90"
Others Index,"1,435.45",32.63,2.33,"21,105,691.40"
Trading Index,"1,802.59",6.86,0.38,"12,053,808.00"
