Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,843.00",19.12,0.68,"6,707,775,484.00"
Sensitive Index,528.71,6.33,1.21,"6,649,250,000.00"
Float Index,196.79,1.05,0.54,"6,275,900,000.00"
Sensitive Float Index,173.12,1.49,0.87,"4,842,590,000.00"
Banking SubIndex,"1,923.05",3.13,0.16,"1,202,950,000.00"
Development Bank Index,"4,360.32",155.83,3.63,"1,440,480,000.00"
Finance Index,"2,227.43",63.56,2.94,"740,015,000.00"
Hotels And Tourism,"3,657.19",138.55,3.94,"149,444,000.00"
HydroPower Index,"2,840.41",21.83,0.77,"1,171,040,000.00"
Investment,107.08,1.22,1.15,"258,680,000.00"
Life Insurance,"17,135.75",74.74,0.44,"236,009,000.00"
Manufacturing And Processing,"5,964.10",2.36,0.04,"135,587,000.00"
Microfinance Index,"5,172.19",2.23,0.04,"474,873,000.00"
Mutual Fund,15.39,0.15,0.96,"284,788,000.00"
Non Life Insurance,"14,136.48",-5.70,-0.04,"1,044,920,000.00"
Others Index,"2,175.31",36.92,1.73,"517,455,000.00"
Trading Index,"3,682.28",19.38,0.53,"11,340,700.00"
