Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,132.96",54.45,2.62,"4,106,818,941.36"
Sensitive Index,407.38,9.05,2.27,"3,978,540,000.00"
Float Index,147.80,4.20,2.92,"4,074,680,000.00"
Sensitive Float Index,135.05,4.03,3.07,"2,570,830,000.00"
Banking SubIndex,"1,411.71",21.51,1.55,"493,910,785.70"
Development Bank Index,"3,865.52",213.38,5.84,"390,290,093.70"
Finance Index,"1,887.76",138.19,7.90,"390,290,093.70"
Hotels And Tourism,"2,846.89",75.67,2.73,"467,405,704.90"
HydroPower Index,"2,488.97",107.13,4.50,"27,864,468.40"
Investment,69.24,1.74,2.59,"156,249,148.20"
Life Insurance,"10,034.34",210.79,2.15,"141,680,188.40"
Manufacturing And Processing,"5,444.22",170.09,3.22,"278,206,573.80"
Microfinance Index,"4,846.68",185.98,3.99,"617,165,158.20"
Mutual Fund,15.00,0.10,0.68,"6,314,062.57"
Non Life Insurance,"8,363.42",125.77,1.53,"98,107,783.20"
Others Index,"1,615.68",14.39,0.90,"196,589,721.30"
Trading Index,"2,120.28",50.38,2.43,"17,656,964.50"
