Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,619.03",43.36,1.68,"6,166,957,318.00"
Sensitive Index,463.59,7.48,1.64,"6,262,950,000.00"
Float Index,180.59,3.36,1.90,"6,107,630,000.00"
Sensitive Float Index,151.06,2.64,1.78,"4,551,650,000.00"
Banking SubIndex,"1,806.11",40.86,2.31,"1,459,150,000.00"
Development Bank Index,"2,603.47",42.92,1.68,"1,298,540,000.00"
Finance Index,"1,176.73",9.39,0.80,"298,334,000.00"
Hotels And Tourism,"3,652.53",63.20,1.76,"77,610,600.00"
HydroPower Index,"2,448.97",33.52,1.39,"805,943,000.00"
Investment,105.82,1.79,1.72,"724,774,000.00"
Life Insurance,"17,362.85",167.95,0.98,"313,795,000.00"
Manufacturing And Processing,"5,545.39",31.81,0.58,"90,157,800.00"
Microfinance Index,"4,848.04",27.59,0.58,"1,172,620,000.00"
Mutual Fund,13.40,0.12,0.89,"17,306,100.00"
Non Life Insurance,"13,674.44",349.68,2.62,"1,036,567,851.00"
Others Index,"1,961.87",25.82,1.33,"904,624,000.00"
Trading Index,"4,269.88",-98.99,-2.27,"55,056,700.00"
