Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,897.08",-2.62,-0.14,"727,877,897.35"
Sensitive Index,370.19,-1.12,-0.30,"269,648,398.70"
Float Index,133.07,-0.15,-0.11,"718,511,521.50"
Sensitive Float Index,121.77,-0.39,-0.32,"269,111,900.90"
Banking SubIndex,"1,290.67",-3.99,-0.31,"180,067,494.60"
Development Bank Index,"3,369.47",-12.42,-0.37,"29,053,882.80"
Finance Index,"1,550.65",1.91,0.12,"22,780,717.10"
Hotels And Tourism,"2,730.18",19.47,0.72,"10,276,748.80"
HydroPower Index,"2,011.95",5.65,0.28,"193,177,471.20"
Investment,56.07,0.04,0.07,"18,736,723.80"
Life Insurance,"9,166.92",-26.14,-0.28,"28,238,748.70"
Manufacturing And Processing,"5,001.15",12.56,0.25,"51,929,721.90"
Microfinance Index,"4,342.13",-7.09,-0.16,"87,354,855.90"
Mutual Fund,13.40,-0.13,-0.96,"1,122,103.06"
Non Life Insurance,"7,505.98",-3.82,-0.05,"20,581,235.90"
Others Index,"1,493.87",-2.94,-0.20,"65,540,949.50"
Trading Index,"1,836.37",-0.08,0.00,"5,191,852.00"
