Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,078.51",61.05,3.03,"2,730,937,196.52"
Sensitive Index,398.33,12.09,3.13,"2,251,690,000.00"
Float Index,143.61,4.08,2.93,"2,709,070,000.00"
Sensitive Float Index,131.02,4.29,3.39,"1,577,370,000.00"
Banking SubIndex,"1,390.19",22.88,1.67,"400,895,355.00"
Development Bank Index,"3,652.14",177.32,5.10,"230,630,059.50"
Finance Index,"1,749.57",117.83,7.22,"297,577,716.90"
Hotels And Tourism,"2,771.22",74.20,2.75,"12,864,998.00"
HydroPower Index,"2,381.84",84.50,3.68,"534,971,563.20"
Investment,67.49,2.10,3.21,"129,540,098.90"
Life Insurance,"9,819.83",207.77,2.16,"70,274,060.80"
Manufacturing And Processing,"5,274.14",100.39,1.94,"467,251,658.30"
Microfinance Index,"4,660.70",175.17,3.91,"417,633,781.90"
Mutual Fund,14.90,0.17,1.16,"2,376,110.02"
Non Life Insurance,"8,237.66",117.99,1.45,"42,412,602.20"
Others Index,"1,601.29",103.82,6.93,"93,214,633.90"
Trading Index,"2,069.90",88.01,4.44,"11,802,744.50"
