Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,661.64",-12.04,-0.45,"11,650,017,851.57"
Sensitive Index,448.89,-2.34,-0.52,"6,140,126,988.10"
Float Index,180.14,-0.71,-0.39,"11,418,806,930.20"
Sensitive Float Index,151.90,-0.93,-0.61,"6,140,126,988.10"
Banking SubIndex,"1,323.55",-11.03,-0.82,"336,076,248.60"
Development Bank Index,"5,316.65",-30.22,-0.56,"317,313,729.80"
Finance Index,"2,544.77",104.93,4.30,"516,289,291.80"
Hotels And Tourism,"6,422.87",-9.34,-0.14,"86,964,837.80"
HydroPower Index,"3,637.92",1.17,0.03,"7,636,144,313.30"
Investment,113.66,-0.04,-0.04,"1,206,691,562.40"
Life Insurance,"13,310.43",1.70,0.01,"337,255,449.10"
Manufacturing And Processing,"7,217.10",12.30,0.17,"306,981,127.20"
Microfinance Index,"4,705.99",-6.34,-0.13,"264,848,233.60"
Mutual Fund,19.65,0.01,0.07,"30,871,120.17"
Non Life Insurance,"12,645.13",-22.71,-0.17,"161,118,686.00"
Others Index,"2,282.99",-42.15,-1.81,"229,384,030.60"
Trading Index,"4,483.70",-91.58,-2.00,"19,739,420.00"
