Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,681.10",68.47,2.62,"4,500,658,142.00"
Sensitive Index,504.73,12.72,2.59,"4,531,220,000.00"
Float Index,188.28,4.92,2.68,"4,423,410,000.00"
Sensitive Float Index,170.59,4.54,2.74,"3,348,550,000.00"
Banking SubIndex,"1,878.55",23.23,1.25,"1,007,710,000.00"
Development Bank Index,"4,888.16",224.83,4.82,"1,288,320,000.00"
Finance Index,"2,322.68",143.57,6.59,"375,643,000.00"
Hotels And Tourism,"3,064.52",28.31,0.93,"15,561,600.00"
HydroPower Index,"2,795.03",92.58,3.43,"750,284,000.00"
Investment,86.06,2.20,2.62,"114,177,000.00"
Life Insurance,"14,866.73",257.24,1.76,"193,772,000.00"
Manufacturing And Processing,"6,502.30",243.30,3.89,"176,551,000.00"
Microfinance Index,"5,397.97",296.15,5.80,"1,249,550,000.00"
Mutual Fund,15.13,0.23,1.56,"14,106,000.00"
Non Life Insurance,"12,005.92",406.65,3.51,"330,658,000.00"
Others Index,"1,733.72",31.82,1.87,"176,617,000.00"
Trading Index,"3,057.91",63.19,2.11,"20,720,300.00"
