Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,662.09",-0.04,0.00,"8,692,250,855.87"
Sensitive Index,455.20,0.81,0.17,"3,000,341,241.30"
Float Index,182.97,0.07,0.04,"8,539,425,031.10"
Sensitive Float Index,155.33,0.18,0.11,"3,000,341,241.30"
Banking SubIndex,"1,359.97",1.49,0.10,"353,329,346.60"
Development Bank Index,"5,629.97",10.12,0.18,"270,353,164.30"
Finance Index,"2,448.19",-6.35,-0.25,"192,710,383.10"
Hotels And Tourism,"7,335.80",-47.07,-0.63,"152,625,628.90"
HydroPower Index,"3,558.40",16.75,0.47,"5,724,027,689.90"
Investment,103.79,0.07,0.07,"284,726,143.30"
Life Insurance,"12,695.91",-29.31,-0.23,"295,034,128.90"
Manufacturing And Processing,"9,051.22",-42.55,-0.46,"639,971,522.40"
Microfinance Index,"4,868.83",-3.33,-0.06,"210,374,488.50"
Mutual Fund,21.25,-0.07,-0.36,"10,026,589.78"
Non Life Insurance,"11,006.06",9.65,0.08,"134,536,182.10"
Others Index,"2,323.80",-5.76,-0.24,"275,551,912.10"
Trading Index,"3,761.66",-8.77,-0.23,"6,184,441.00"
