Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,758.75",3.35,0.12,"11,085,464,758.61"
Sensitive Index,459.25,0.60,0.13,"3,140,110,863.00"
Float Index,186.25,-0.08,-0.04,"10,896,446,712.12"
Sensitive Float Index,153.77,0.00,0.00,"3,140,110,863.00"
Banking SubIndex,"1,384.98",1.22,0.08,"504,602,601.20"
Development Bank Index,"5,651.48",-5.42,-0.09,"736,882,019.62"
Finance Index,"2,814.53",-34.57,-1.21,"432,401,130.70"
Hotels And Tourism,"6,711.32",-59.01,-0.87,"103,452,501.50"
HydroPower Index,"3,751.20",-5.92,-0.15,"3,547,985,788.90"
Investment,112.29,1.09,0.98,"1,481,073,501.40"
Life Insurance,"13,732.97",-127.60,-0.92,"748,824,274.90"
Manufacturing And Processing,"7,239.98",69.80,0.97,"352,830,306.80"
Microfinance Index,"5,234.54",-33.26,-0.63,"749,139,408.20"
Mutual Fund,20.07,-0.11,-0.57,"13,519,739.69"
Non Life Insurance,"12,899.89",-96.63,-0.74,"332,021,497.00"
Others Index,"2,380.94",58.14,2.50,"1,882,449,654.20"
Trading Index,"4,351.69",-11.48,-0.26,"24,784,027.70"
