Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,333.69",-8.67,-0.65,"1,049,345,436.00"
Sensitive Index,284.05,-1.87,-0.65,"1,142,220,000.00"
Float Index,94.58,-0.65,-0.68,"1,032,980,000.00"
Sensitive Float Index,93.72,-0.67,-0.71,"949,306,000.00"
Banking SubIndex,"1,153.81",-8.58,-0.74,"260,566,000.00"
Development Bank Index,"1,831.21",-11.93,-0.65,"258,854,000.00"
Finance Index,670.78,-0.72,-0.11,"87,273,500.00"
Hotels And Tourism,"1,987.10",-25.63,-1.27,"6,694,600.00"
HydroPower Index,"1,021.32",-8.83,-0.86,"33,479,700.00"
Life Insurance,"7,500.16",23.88,0.32,"190,580,000.00"
Manufacturing And Processing,"2,489.86",1.67,0.07,"24,441,000.00"
Microfinance Index,"2,187.63",-17.46,-0.79,"184,255,000.00"
Mutual Fund,9.99,-0.02,-0.20,"953,219.00"
Non Life Insurance,"6,029.03",-88.47,-1.45,"372,382,000.00"
Others Index,686.87,-3.21,-0.47,"33,858,800.00"
Trading Index,802.66,-1.20,-0.15,"8,547,440.00"
