Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,676.28",9.66,0.36,"4,484,619,740.83"
Sensitive Index,446.22,1.44,0.32,"1,657,659,587.20"
Float Index,179.73,0.62,0.34,"4,405,056,491.10"
Sensitive Float Index,149.97,0.50,0.33,"1,657,659,587.20"
Banking SubIndex,"1,359.11",-0.52,-0.03,"225,289,341.90"
Development Bank Index,"5,446.44",16.20,0.29,"234,794,808.60"
Finance Index,"2,560.93",8.75,0.34,"122,888,595.70"
Hotels And Tourism,"6,464.37",154.28,2.44,"58,804,726.80"
HydroPower Index,"3,442.40",2.92,0.08,"1,474,753,115.80"
Investment,109.69,1.60,1.48,"900,593,024.70"
Life Insurance,"13,315.22",29.63,0.22,"256,493,969.20"
Manufacturing And Processing,"7,137.22",95.91,1.36,"227,728,151.00"
Microfinance Index,"4,803.18",10.67,0.22,"219,209,420.00"
Mutual Fund,19.26,0.11,0.59,"21,331,602.63"
Non Life Insurance,"12,288.53",80.35,0.65,"125,898,033.50"
Others Index,"2,456.34",9.04,0.36,"533,657,653.30"
Trading Index,"4,660.76",-19.11,-0.40,"24,945,650.60"
