Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,349.13",2.49,0.18,"1,611,719,203.00"
Sensitive Index,287.91,1.16,0.40,"1,775,210,000.00"
Float Index,95.87,0.22,0.23,"1,590,010,000.00"
Sensitive Float Index,95.13,0.37,0.39,"1,472,030,000.00"
Banking SubIndex,"1,172.60",-3.36,-0.29,"441,261,000.00"
Development Bank Index,"1,840.36",30.58,1.69,"415,665,000.00"
Finance Index,665.47,-0.79,-0.12,"107,128,000.00"
Hotels And Tourism,"2,033.96",-17.02,-0.83,"6,694,830.00"
HydroPower Index,"1,052.76",48.44,4.82,"165,857,000.00"
Life Insurance,"7,514.64",-42.80,-0.57,"141,113,000.00"
Manufacturing And Processing,"2,510.80",-3.13,-0.12,"54,703,100.00"
Microfinance Index,"2,221.95",-7.75,-0.35,"298,851,000.00"
Mutual Fund,10.29,0.06,0.59,"1,047,260.00"
Non Life Insurance,"6,062.24",59.28,0.99,"450,563,000.00"
Others Index,678.06,0.44,0.06,"22,492,900.00"
Trading Index,783.53,-2.38,-0.30,"4,675,020.00"
