Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,423.81",-6.61,-0.46,"1,271,738,914.00"
Sensitive Index,297.27,-1.38,-0.46,"1,222,760,000.00"
Float Index,99.85,-0.49,-0.48,"1,245,270,000.00"
Sensitive Float Index,97.98,-0.50,-0.51,"988,629,000.00"
Banking SubIndex,"1,214.21",-6.54,-0.54,"379,621,000.00"
Development Bank Index,"1,792.27",-9.42,-0.52,"161,397,000.00"
Finance Index,668.46,-0.60,-0.09,"101,520,000.00"
Hotels And Tourism,"1,511.34",-43.23,-2.78,"6,319,940.00"
HydroPower Index,969.08,-1.04,-0.11,"42,179,600.00"
Life Insurance,"8,609.31",-23.14,-0.27,"160,066,000.00"
Manufacturing And Processing,"2,745.81",-16.99,-0.61,"54,648,600.00"
Microfinance Index,"2,412.32",-21.58,-0.89,"151,794,000.00"
Mutual Fund,10.60,0.02,0.21,"6,258,890.00"
Non Life Insurance,"6,690.21",-3.21,-0.05,"401,553,000.00"
Others Index,816.51,-0.57,-0.07,"150,592,000.00"
Trading Index,834.79,-19.27,-2.26,"2,848,620.00"
