Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,586.01",92.42,3.71,"10,384,197,669.00"
Sensitive Index,469.44,15.33,3.37,"10,907,700,000.00"
Float Index,177.36,6.70,3.92,"10,227,000,000.00"
Sensitive Float Index,152.20,5.62,3.84,"9,207,720,000.00"
Banking SubIndex,"1,845.10",57.32,3.21,"3,297,560,000.00"
Development Bank Index,"2,661.80",49.91,1.91,"3,161,380,000.00"
Finance Index,"1,207.91",34.75,2.96,"516,609,000.00"
Hotels And Tourism,"2,085.16",24.10,1.17,"23,000,800.00"
HydroPower Index,"1,963.87",64.45,3.39,"663,286,000.00"
Life Insurance,"18,759.79",697.91,3.86,"1,004,570,000.00"
Manufacturing And Processing,"5,932.20",159.66,2.77,"145,966,000.00"
Microfinance Index,"4,605.08",370.30,8.74,"2,887,790,000.00"
Mutual Fund,12.43,0.18,1.45,"81,783,300.00"
Non Life Insurance,"13,413.99",447.44,3.45,"2,159,260,000.00"
Others Index,"2,051.48",62.61,3.15,"511,990,000.00"
Trading Index,"2,954.98",71.60,2.48,"15,623,700.00"
