Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,256.58",17.95,0.80,"1,326,421,671.70"
Sensitive Index,436.35,3.80,0.88,"1,189,590,000.00"
Float Index,154.06,1.18,0.77,"1,260,290,000.00"
Sensitive Float Index,139.15,1.37,0.99,"870,765,000.00"
Banking SubIndex,"1,532.20",-2.54,-0.16,"234,921,640.00"
Development Bank Index,"3,935.47",108.62,2.84,"99,919,433.50"
Finance Index,"1,651.48",53.56,3.35,"57,315,462.40"
Hotels And Tourism,"2,953.21",71.97,2.50,"9,158,214.80"
HydroPower Index,"2,516.17",66.40,2.71,"300,618,684.20"
Investment,74.20,1.49,2.05,"127,625,507.70"
Life Insurance,"11,782.97",38.58,0.33,"128,052,469.10"
Manufacturing And Processing,"5,333.91",11.57,0.22,"80,476,212.80"
Microfinance Index,"4,577.38",-0.03,0.00,"133,089,003.20"
Mutual Fund,15.33,0.07,0.46,"3,486,712.70"
Non Life Insurance,"10,016.90",9.49,0.09,"54,545,515.00"
Others Index,"1,738.61",35.86,2.11,"28,919,221.00"
Trading Index,"2,024.78",4.91,0.24,"5,646,423.00"
